request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"703caa48-3064-47e0-bec1-3a7286d86f2f",GET,/,"debug=true&locale=en",,302,,,,888191159860600,888191227094800,888191233517500
"3276eb6a-c1bf-4178-998e-c319c5f2cd91",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=547,,888191259623300,888191271739300,888198369823500
"6dd3d9b4-a8b6-47ad-9f1f-bfb54f4df386",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,888198570089700,888198583727500,888198585658000
"12a137c1-9dd6-48b2-82e3-2bca156c1645",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,888198598917600,888198604296600,888198606127100
"7fd5a2a5-dd97-44fd-949f-eb0e59bb16e9",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,888198618435800,888198625525000,888198627568000
"08ec29b8-be5c-4367-b7fe-6727bf9c07f0",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,888198637985500,888198643546900,888198645232000
"865bcdb3-45ea-4a3c-8b48-12f3df124c5d",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,888198654921300,888198661348000,888198662793600
"644b0d64-c2c1-4b20-8876-b206594de944",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,888198672922200,888198677723700,888198679120300
"42fd344f-fe5c-49a7-b901-674bde2743f9",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,888198686870500,888198691557000,888198692609900
"93a7f7e3-9fe5-4b42-9d11-b0cdc8d3e8c4",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,888198700258600,888198703713700,888198704621200
"a9f01b03-14ab-41f0-8bfd-b4b0c9033fc0",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,888198711293000,888198715631200,888198716613500
"4723f715-5599-4085-bb2a-5e991d7c67d4",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,888198727623500,888198732191000,888198733448000
"1b1c2dd5-4c53-427c-a11f-3668e341cbef",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,888198744273400,888198748378800,888198749553800
"9771aab8-7403-4810-8246-e14e06682bac",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,888198757595200,888198761948100,888198763225800
"c46a1bf0-7ca5-4a2b-b7b5-5323d0884e86",GET,/images/AcmeANSLogo.png,,,200,image/png,,,888198771156900,888198776269900,888198777600400
"ed386177-dd65-4a37-85a5-c7a2675ae1f4",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,888198793847900,888198799620800,888198800893600
"6507968f-db04-4d3e-bcf9-d4c1eba39dd9",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,888198816944600,888198822088400,888198823580200
